,Unnamed: 0,Name,Rating,Date,Review
84,84,Piattini,4 star rating,9/20/2021,"Nice large patio.  Friendly staff!  The lobster ravioli and pesto pastas are excellent.  They also have great large salads.  The cream sauce pastas are a bit rich and not as flavorful and my fellow diners did not care for the meatballs, I did not eat them."
85,85,Piattini,3 star rating,11/9/2019,"Cozy restaurant, but the food and service was generally mediocre. 

The bread given when we first sat down was very cold and tasted alright. The spinach gnocchi was actually very good and I highly recommend it, but the remaining pastas we ordered were also just ok. The chicken in one pasta was dry and seemed like it had been overboiled. The flavor of the sauces was nothing special. All of these made the meal feel overpriced for the quality.

Additionally, our server did not seem to care about our table very much. After offering more bread and telling us he would be right back with it, we never ended up getting a second round of bread. Also, he only appeared at our table to take our order and give us a check. Did not offer us parmesan after we got our pastas, even though every other table around us did receive this service. Thus, it was a pretty mediocre experience and certainly not worth the price."
86,86,Piattini,4 star rating,2/28/2021,Great place. Warm accommodating staff. Owner is gracious and very friendly. The pizza is excellent and the buratta is top notch. Visit this place today for great indirect dining
87,87,Piattini,3 star rating,6/26/2019,"3.5*
Fair service, nice food

The owner and server were neither impassioned nor  impassive. It took me a second to find the entrance of this place. 

I came here since I was recommended to try their spinach Gnocchi. The spinach Gnocchi did fit my taste. Apart from tomato slices, everything in the dish seems to be green. Green cream and green Gnocchi with a little bit of tomato slices dripped in. I personally love the taste of Gnocchi because of its rich flour taste and spinach smell. The food itself worths a 4* rate. 

Considering the overall atmosphere and comparing to restaurants in this area, 3.5* would be the final rate."
88,88,Piattini,4 star rating,1/11/2018,"Sometimes, you just don't feel like venturing to the North End for Italian food. Sometimes, you just want to be in the back bay, especially after a long day of shopping. Piattini has excellent Italian food, with slightly higher prices than the North End.
We started off with the homemade meatballs, made of beef and pork. They were a good size, and really soft and tender.
I can't resist home made pasta- it is so much better than pasta in a box. The bolognese is made with homemade fusilli- ooh the fusilli was so good. You could tell it was homemade, the shape was different from fusilli in a box. It was topped with ground meat, simply amazing.
I would highly recommend Piattini if you are looking for great Italian food in the Back Bay!"
89,89,Piattini,5 star rating,9/7/2019,"I rarely get chicken mainly because it's a little boring, but whatever they do to the chicken here has be reconsidering my stance on that, the server talked me into it and glad she did. The chicken I refer to is the Pollo Al Carciofi which I had never heard of before but it really exceeded expectations. 
Also had the burrata app and tomatoes were surprisingly fresh and juicy which was also unexpected.
Decent beer and wine selection although would have loved to see some taps instead of just bottled and cans and clap your hands."
90,0,Saigon Fusion,5 star rating,4/5/2022,"Hands down my favorite bowl of Pho in Boston.

Small Menu with just the essentials. Each item is done beautifully. Plated well, garnished well.

The broth is amazing here. It is so incredibly subtle and deep in flavor. Sure it might not be the most savory or MSG flavored but I really enjoy the complexities of taste in the broth. 

The aesthetic of this restaurant is also beautiful. I visited this restaurant once pre-COVID and was surprised to see the nearly complete transformation. They changed wall decor, tables and have even more plants (which was the main selling point before) 

I love this place and will be back pho more!

-Koh"
91,1,Saigon Fusion,5 star rating,2/5/2022,"Love this place. Pho is pretty good (probably my second favorite after my favorite spot Sai Gon Dep in NYC), but the grilled rice plates are the best. Both grilled chicken and pork are herbaliviously delicious, and gluten free for this little celiac. 

The vibe of this place is wonderful. It's like a little nature romantic oasis in the middle of Boston, and just so darn cute. Plants and flowers everywhere and the gnomes!

They also have amazing spring rolls, but the peanut sauce is not Gf so make sure you replace with fish sauce. One thing to note is this place gets BUSY and often have 1-2 servers for a full place, even at odd times like 3 or 4 pm and dishes do take a bit of time to come out, So plan accordingly. We typically get take out which isn't an issue, and place our order, go do something else, and come back after."
92,2,Saigon Fusion,1 star rating,1/20/2022,"They don't care about customers at all.
Called them after their open time, which is 11 am according to yelp and google) to check if they are open. Yes, I have to call first to check if they are open because they are never on time. I ended up calling them 10 times in 40 minutes, no one picked up the phone. They always do this in terms of their opening hour. Last Sunday, I called and asked what time they're open, they said 12:30 pm while it says 12 on yelp and google. But last time I was lucky that somebody picked up the phone. I guess I'm not really lucky today then.
My friend one time called them to order Pho and the waitress at that time told her the chef was not there (wtf?) so she had to call back after 30 minutes, then she called back again and the chef was still not there. What a ridiculous restaurant! If they don't wanna work, why bother opening a restaurant and treat customers like we are beggars?"
93,3,Saigon Fusion,3 star rating,11/9/2021,"Ordered for take-out. The pork bahn mi sandwich was nicely wrapped and tasted pretty good. Pretty much exactly what I expect...and as always wished it had a little more protein, just like everywhere else I've been. Who couldn't use a little more, right?

We ordered pho from here specifically because the other pho/thai place next door didn't serve take-out in a bowl so we could eat back at the hotel. We were super disappointed that they placed raw meat in the bowl of ingredients. That just doesn't make any sense! That's Food Safety 101 - Cross contamination!!! Cook the meat first or put it in plastic container with the hot soup broth.  We had to try and cook it in the microwave in the hotel.

No one got sick, but that's not the way I like to experience excitement. Lol."
94,4,Saigon Fusion,5 star rating,9/23/2021,"Honestly wasn't expecting much when I first came in. It's well-decorated but dimly lit. Didn't smell of the typical aromas of Vietnamese restaurants, and the classical music was at EDM volume. Thankfully, the server was so kind to turn it down a couple notches for me! And once the food arrived, all my initial meh feelings went right out the door. Beautifully plated (just look at it!!) and equally delicious. 

Signature Banh Mi - WOW. The pulled chicken has such a unique flavor. The ginger really comes through here and nothing is too overwhelming. Nice crispy bread. Would 100% buy several to eat throughout the week if I could. 

Pho - Ordered the kid size so I could save room for more food lol but even the kid size was a decent serving! Ideally would have liked more flavor in the broth, but meat is so fresh and moist (not dry like most pho spots). 

Rice with Grilled Pork - Another happy surprise! I want to pack whatever the sauce is in a bottle and pour it on everything. The only thing I would change is the portion size- much less than what I'm used to getting."
95,5,Saigon Fusion,5 star rating,1/25/2022,Wonderful! I would definitely come back. We loved our summer roll and pho - perfect for a cold day. They have a unique dipping sauce for their summer rolls which we absolutely loved. The pho was fantastic with a great broth. Our server was extremely kind and we felt bad that he was so busy! He was attentive nonetheless and our experience was flawless. We also both also got smoothies since we were craving it and they were delicious and definitely made with fresh fruit. I got the avocado smoothie and my husband got the strawberry banana smoothie! Great spot for when you're craving Vietnamese food!
96,6,Saigon Fusion,5 star rating,12/11/2021,"Following Boston Pops Christmas Performance at Symphony Hall we fell upon a small but incredible surprise...Saigon Fusion a cute restaurant, friendly staff and the quiet ambiance a gift aside the bustling avenue. We ordered very fresh and excellent Shrimp Spring Rolls. Their Signature and Grilled pork banh mi sandwiches, perfectly prepared with fresh savory herbs. Then we added traditional Pho Bo (noodle soup)
We have travelled from LA. San Diego, San Francisco, New York and now Boston. We have been to too many Vietnamese restaurants to remember but we will never forget the EXCELLENT, succulent,  perfectly balanced Pho Bo....whatever they did, not your pedestrian version!  Everything prepared incredibly delicious!
We will now place for 2021 and possibly 2022 this quaint and quiet amazing Vietnamese restaurant ***Saigon Fusion***"
97,7,Saigon Fusion,3 star rating,10/13/2021,"Came here on a Saturday night, around 6:45 pm and had to wait around 10 minutes for a party of 3. Waiters took a long time to bring water and paper menus, and our food took about an hour to come. The three of us wanted the signature banh mi, but they were out of jambon so we had to order a banh mi with pate and pulled chicken instead. The filling to bread ratio was also pretty off, but was still tasty nonetheless. I might come here again, but for takeout only."
98,8,Saigon Fusion,5 star rating,12/4/2021,"It's a great experience. The ambiance is very welcoming and charming.Try their signature Banh Mi and Pho, you won't be disappointed!!!"
99,9,Saigon Fusion,5 star rating,3/7/2022,"This is a great spot for Pho, Spring Rolls, or any other staple Vietnamese dish. I feel this spot doesn't get the credit it deserves due to its close proximity to Pho Basil, and the neighborhood Taylor's mostly to college kids. Kids of this age might not have yet developed the pallet for such tasty and culture enriched foods, or have the money! I feel their dishes are fairly priced! I highly recommend this place if you're in the area! It's been really quiet the last few times I went and I hope they make it!!"
100,10,Saigon Fusion,2 star rating,10/22/2021,"Arrived at 5:30, the place was empty. The staff did not know we were there a few minutes later. I like how the menu is simple but the service is really slow. We placed our order, we ordered strawberry ade and avocado smoothie, signature banh mi, and 2 kids pho with ribs added. After 30 minutes of waiting, we almost finish our drink. banh mi still has not arrived yet. Finally, two customers came and our banh mi arrived, which is unacceptable banh mi should me a quick service especially we were the only customers there with no take out orders. The banh mi is tasty but the portion is small for the price but this is what you should expect at Mass Ave. By the time we finished our banh mi, our pho still have not arrived yet. All tables are taken after we are 45 minutes there and finally our pho arrives. With the kid's size, the portion is perfect for us since we finish our drink and share the banh mi. The beef is so tender since they use steaks instead of beef briskets or fatty beef that most Vietnamese restaurants used for their pho. We added ribs which were soft, delicious and this is the main reason want to try their pho. For the total, it was nearly $56. The boss who did not give us was holding on to our card after giving us the receipt to sign. I don't know if she forgot our card is in her hand or not because the card is wrapped with the customer receipt. By the time we leave the place, only one table had food on the table... Don't expect this place to serve food fast even with limited items on the menu like other Vietnamese restaurants with large selections on the menu or those banh mi shops for quick bites."
101,11,Saigon Fusion,5 star rating,4/24/2021,"TAKE OUT REVIEW - order ahead !

If you're in the mood for Vietnamese come here. If you're in the mood for delicious thin meat slices either in soup or bread come here. Just come. 

Please come here on a weekday for a swift meal. Weekend especially Saturday night will *not* be the best time. It is a small restaurant and everyone already knows how delicious it is, so your order will be delayed and you won't get a table. Socially distanced seating means there are only like 5 tables inside and one table outside. If you must then make a reservation and bring your patience. 

Take out pho ($13.95) comes with separately packaged soup, bean sprout / greens, noodles in a bowl, and meat wrapped in paper. Very thoughtful. Different cuts of meat come in the pho and the raw thinly sliced meat comes separately packaged. Once you pour the soup in the bowl, the meat will cook in that beef broth and it will compliment your noodles with that tender bite. 

Take out signature banh mi ($8.00) comes with pate, jambon, and shredded chicken. There isn't much of the typical pickled carrots and daikon but so much more of meat than usual. And they're seasoned incredibly. This is one of the best (if not the best) banh mi I've had. The baguette is also quite nice. I want to eat this banh mi again tomorrow. I really love this sandwich. Plus that price - 100% recommend. 

Let's support precious local businesses."
102,12,Saigon Fusion,4 star rating,10/10/2021,"Best pho and banh mi place I've found so far in Boston. Their menu is small but good. I've been here twice, once for banh mi and another for pho. Their food is a little different (for instance, the banh mi didn't include like, picked carrots or cucumber) but presented very well and really fresh. As for the pho, the broth was very flavorful and the small size was filling for me. I also tried some of a friend's rice dish and it was really good, too, so I don't think you can go wrong no matter what you decide to order.

A tip, though: seating is limited and it get can very busy, so I'd call ahead if you have a group (I had a group of just 4 and still had to wait 20 or so minutes for seating). Also, if it's later in the day, it might be a good idea to call and ask if they still have pho broth. I went in one evening just to find out they didn't have pho available.

EDIT: ANOTHER TIP: CALL BEFORE YOU GO. I've gone 5 times over the past few months, on different days, and they were closed 3/5 times (1 was due to an unforeseen issue so not their fault, but the other two times, they were closed on days that google, yelp, etc. said they would be open, only to see that they were closed with no notice why. I don't know if they've changed their hours or something, but it's made it frustrating to eat here."
103,13,Saigon Fusion,4 star rating,11/5/2021,"I enjoyed the fresh spring rolls with grilled pork, served with wonderful dipping sauce. I ate a bowl of beef  noodle soup with fabulous broth."
104,14,Saigon Fusion,5 star rating,1/23/2021,Was randomly craving a banh mi and this was the only place open at the time. So happy I stumbled upon here because their banh mi was delicious! I got the cold cut. I also got their Vietnamese iced coffee which was also very well made! They did fill the cup up with a lot of ice though. I will definitely come here again!
105,15,Saigon Fusion,5 star rating,4/20/2021,"This is possibly one of my new favorite restaurants in Boston and some of the best pho & spring rolls I've had. Next time you don't know what to eat for lunch/dinner go here!

The pho tasted so clean and flavorful. The quality of meat was unexpectedly good -- it was super tender and noticeably better than what your average pho has. 11/10.
The spring rolls were crisp, fresh, and was really good with the sauce. 10/10!

I definitely will be coming more regularly and hope to try the banh mi and the rice plate soon :)"
106,16,Saigon Fusion,5 star rating,7/29/2021,"Easy 5 stars. 

ORDER AHEAD, they take their time cooking it up. 30 min pickup and like a 5 min wait when I got there. If you're impatient like that and order from here, don't leave a 1 star review because you had to wait an extra 10 minutes for your food. It's delicious and worth the wait 

Great spot to swing by after work. Got grilled chicken rice plate and chicken Bahn mi. Chicken rice plate is really good- fresh veggies and ingredients, everything is delicious, chicken is tender, flavor is on point. Grilled chicken bahn mi was also delicious. Well balanced flavors with fresh veggies 

Also, seems to be family run. That's always a plus for me"
107,17,Saigon Fusion,2 star rating,11/22/2021,"Food was good, nothing extraordinary. Portions were a bit small for the price ($15.50 for a bowl of phone and an extra $5.50 if you want to add a single rib). Service was absolutely horrible. When my boyfriend and I got there at 6:30pm on a Monday night, the one single waitress working there told us there were no tables available, practically shooing us out the door. I then asked if there was a waitlist to which she then said yes there's about a 30 minute wait and one party ahead of you. We didn't mind waiting the 30 minutes, so we waited and eventually were seated at 7pm, we placed our order around 7:10pm but didn't receive water or our apps (1 order of shrimp spring rolls and 1 order of grilled pork banh mi) until7:30pm and 7:45pm respectively. We waited until 8:20pm for 2 orders of the kid size pho ($11) and then approached the waitress to get our check and our order of pho to go. There were multiple times during our dinning experience that the waitress turned down customers well before (35 minutes) closing and dining customers asked about their orders/ requested their orders for take out instead of dine in. I understand there is a lack of restaurant staff shortage but communication is key and our waitress did not communicate with us. Overall, would not come back until more wait and kitchen staff have been hired. 

Also, you can walk 2 minutes down the street to Pho Basil and get a tasty large bowl of pho for $12 and good service (even on a busy Saturday night)."
108,18,Saigon Fusion,5 star rating,11/7/2020,"Spectacular customer service. A+

Social distancing is here and enforced. Indoor and outdoor dining. A+

The banh mi's are the best. Had the generally accepted ones in Dorchester. These sandwiches surpassed it easily. The pate is made in house. The baguette is not but it is on point. The choice of proteins are excellent as well.  A+

The pho is A1! Broth is simmered for 20 hours. Definitely the best bowl of soup, rice noodles, and protein in massachusetts. The bowl is 13.95 but it's worth it - it's considered self care. Outstanding bowl . A+

Salted limeade is house made. Great for a sore throat too A+++++
Tangerine soda house made. Better than your favorite soda. A+++"
109,19,Saigon Fusion,5 star rating,2/20/2022,"Phenomenal - natural food cooked from scratch, service, ambiance and decoration (esp. the florals / plants).  The whole family enjoyed our experience. Highly recommended!"
110,20,Saigon Fusion,2 star rating,11/7/2021,"Let time I went, Bahn mi pork was burnt, I wanted to give them another chance, I called in an order for pickup, was told it would be 15-20 min. I showed up 15 minutes later and they told me 45 minutes after they charged me. They refunded me, but still annoying."
111,21,Saigon Fusion,4 star rating,12/26/2021,"The only reason I don't give this place 5 stars is because it always seems to be understaffed or closed at random times. I think that it is run by two people and they close due to maintenance or personal reasons but there is no way to know this unless you physically go to the restaurant and then realize that you have to go somewhere else instead. The food here is amazing, especially the pho. I honestly think this is the best pho I have had in Boston. I would recommend it for their pho to anyone but like I said, I would call ahead of time to make sure they are open."
112,22,Saigon Fusion,5 star rating,10/23/2020,"If you love Pho (Beef noodle soup) and I am talking about the quality authentic one, you must try this place! Nowadays most restaurants make it lucrative by not spending enough time to slow cook the broth from real ingredients but use lots of seasonings to make it taste good... I'm so glad I finally found this rare gem where I can enjoy the real quality authentic Pho. 
Try this place and you will learn how a ""real"" Pho should taste like!"
113,23,Saigon Fusion,4 star rating,11/6/2021,"Pretty good pho, better than most places in Boston. The service was a bit slow because busy and portion size was on the lower end."
114,24,Saigon Fusion,1 star rating,11/8/2021,This is the first time I give such a low rating. I would say zero service. No servers at all. wait 10 min to get a seat. wait another 10 minute to order. Only 3 types of food available. The female server is not respecting us at all Worst experience. DONT TRY！！
115,25,Saigon Fusion,5 star rating,12/15/2021,"We come here literally every weekend. My favorites are the pho, grilled pork banh mi, and toffee coffee. People saying the service is awful obviously don't realize this is a small family-owned business. The kitchen is tiny and we were told they can only fit 2 people in there at once. Sure, the wait time is long, but if you call ahead you can place your order then or get a reservation. Don't trust the reviews that say Pho Basil down the block is equally as good, because it's not, and it's also not even owned by Vietnamese people. The pho at Saigon Fusion is next level and a million times better than Pho Basil, Pho Pasteur, Pho Hoa, Pho Le, and literally every other Vietnamese restaurant combined in Boston. But honestly, other people can stay going to those other places so Saigon Fusion doesn't become blow up and become even busier!"
116,26,Saigon Fusion,3 star rating,5/18/2021,I think the food here is good but not super authentic. The pho broth was pretty bland but I do appreciate the fresh cuts of meat. The banh mi had good pate but they didn't even offer the classic cold cut option. I'd come back but the prices are pretty steep for Vietnamese food.
117,27,Saigon Fusion,5 star rating,3/12/2021,"The Bahn Mi, simply put, is something you need to try. Filled with grilled Jabon, fresh vegetables, and encased in a wonderfully crisp baguette, this is an incredible sandwich at a reasonable price. If I were to choose between this and a burger, this would win any day of the week. If you're a pate fan, please do yourself a favor and come here--they make it in-house."
118,28,Saigon Fusion,3 star rating,10/5/2021,"They ran out of pho!! I don't know how but we tried ordering 4 bowls of pho, and they only had 3. Anyway, they don't immediately offer chopsticks and you have to ask for them. The food is good, but does take a long time for it to come out. Service is kind of slow."
119,29,Saigon Fusion,5 star rating,3/16/2021,"We decided to try this place out as it is down the street from pho basil. Parking was a little challenging but we got take out so it wasn't a problem. We ordered grilled pork spring rolls and the sauce that comes with it is not a peanut sauce, more like a sweet duck sauce. We also ordered the pho which was packaged nicely. The noodles and beef were packaged in a ready to eat bowl with the pho broth on the side. The rare steak was so tender and the broth was so flavorful without needing any hoisin/sriracha. I loved that the noodles were cooked al dente. I only wish that they gave us more beansprouts and basil. We also tried the banh mi sandwich with grilled pork. The portion size is a little smaller than a banh mi you'd expect in Dorchester but it was very good!! Overall food is tasty, a bit on the pricier side for viet food, but considering the location it's reasonable."
120,30,Saigon Fusion,5 star rating,3/8/2022,honestly one of the best pho places in boston. owner is incredibly sweet and takes great pride in using fresh ingredients and making food on the spot. the pho is simply delicious and the broth is very deep and flavorful. customer service is great and could not complain. the bahn mi is also very good and i recommend everything.
121,31,Saigon Fusion,3 star rating,9/1/2021,"Tasty but far too slow.  We arrived late for lunch on a Wednesday. Only one other table was filled so we figured it would be a quick bite. We ordered right away but it took almost 30 minutes to get our summer roll and another 10 for a banh mi sandwich and pho. Everything was good, but I just can't push the review stars any higher with such a long wait."
122,32,Saigon Fusion,5 star rating,2/22/2021,"Very nice space, good location and delicious.

Delicious Vietnamese food, family women-owned local business."
123,33,Saigon Fusion,5 star rating,7/4/2021,"I'm Vietnamese and have eaten V food all over including Vietnam, Orange County, San Jose. This is one of my best V experiences. Amazing pho broth. The right herbs, spices, real bone broth. Fresh spring rolls have the right ratio.  Even the rice plate was the bomb. Order everything. The banh mi sandwich is a different than typical, less crunchy, more meaty. Smaller, but tender. It's a formula from their five banh mi locations in their Vietnam home town (Canh Tho, I believe). 

Warning, the kitchen is really slow, but you'll taste why."
124,34,Saigon Fusion,4 star rating,6/17/2021,"this small restaurant is quite easy to simply walk by and miss, but it honestly has some of the best viet food that i've ever had!
-they don't have an official website or anything, so there's no direct way to order delivery/pickup. however, you can probably call them to place an order in advance. we came to the restaurant in person to place an order for takeout.
-there's no outdoor seating, and just a couple of tables inside the restaurant. basically all of the tables were occupied by 6 pm on a weekday.
-we paid with card, but i think they accept cash as well.
-while the workers here are friendly and welcoming, our food took a really long time to make. they originally told us that it would only be a 30 minute wait, but we ended up waiting for a whole hour. while it was kind of an inconvenience since we were in a rush to leave, they also had a lot of customers to take care of at the time. 

4/29/21
-grilled pork banh mi 7: this banh mi has grilled minced pork along with some other veggies (cucumber, scallion, leek, cilantro, etc). the style of this banh mi is also quite different from the banh mis in nyc, since it didn't seem to have any pickled carrots/daikon. the baguette was toasted just the right amount, but a bit thinner/flatter in size; i remember it was around 8-9 inches in length? the grilled pork was sooo flavorful and definitely one of the best tasting banh mis that i've ever had. it was only $7, which is cheaper than many places in nyc. (4.5/5)
-signature banh mi: their signature banh mi has a combination of pate, jombon (vietnamese ham), pulled chicken, along with the same veggies as the other banh mi. it was also really good! the meat was cooked just the right amount and tasted great. other than that, it was pretty much the same as the grilled pork banh mi in terms of the size and baguette. this one was more expensive at $8, but was still worth it imo. (4.5/5)
-grilled shrimp spring rolls: each spring roll was pretty long and had three pieces of large shrimp inside, along with thin vermicelli noodles, ban sprouts, mint, and pickled daikon/carrots. the chopped peanuts and peanut sauce on the side was really great as well. i felt like $5.75 was a relatively fair price for these, but there wasn't anything particularly special about them. (3.5/5)
-grilled chicken rice bowl: this bowl had grilled chicken, broken rice, a fried egg, pickled daikon/carrots, cucumber, tomatoes, mixed greens, green onions, and fish sauce. this meal was super balanced and had a fair amount of protein compared to the fresh veggies and rice. it tasted even better with the sauce! it was also very filling for $12.50. (4/5)

overall, i definitely would've given this place 5 stars if our food didn't take so long to make. i can see myself coming back here pretty often in the future, especially since most of their menu options are reasonably priced and filling. 
my favorites that i would recommend you must try would be their grilled pork banh mi and the signature banh mi."
125,35,Saigon Fusion,4 star rating,11/19/2020,"This place seems absolutely heavenly when you walk in, which is how my roommate and I got hooked and we can't envision ever going back to the days when we didn't know about Saigon Fusion.

First off, they have almost 0 online presence and have a Microsoft Word document menu with like 6 items. That's how you know it's LEGIT.

Their spring rolls are authentic - I would go light on the mint because it can be pretty overpowering flavor wise. The banh mi is perfection - be careful because the spice seems tolerable and then you get a bite of pepper and it just whacks you in the throat. The pho is amazing but don't wait too long to pick up your order as the broth can get cold. 

Space is quite small and during COVID, I would recommend picking up if you're worried about distancing (as you should be)."
126,36,Saigon Fusion,3 star rating,11/22/2021,"Decent food but awful service. They are randomly closed for no reason, sometime when you call their chef isn't in and so they can't take orders (???), and pickup can take up to 1 hour. They're also always out of jambon (then why have it on their menu?). I rarely write reviews but their absurd business model convinced me to tell the world how bad it is."
127,37,Saigon Fusion,5 star rating,6/12/2021,"1st time having Pho at Saigon Fusion, and it was phenomenal. Hands down.. best Vietnamese restaurant in Boston! Broth was clean and flavor-able, meat was tender & plentiful, noodles cooked perfectly. The presentation of the bowl was appreciated! Pho Basil is down the road and it is good ... but Saigon Fusion is GREAT! Hard workers too!!! I will be coming back here every time I want Vietnamese food!"
128,38,Saigon Fusion,4 star rating,7/5/2021,"Good fancy pho but service was super slow. I would prefer a cheap no thrills, fast service, great broth pho joint personally.  Paid close to $50 for two pho and two shrimp spring rolls which was a bit steep. I will say that the quality of the meat was unparalleled to any other pho I've had and I left really full from the meal."
129,39,Saigon Fusion,5 star rating,2/23/2020,"Such a nice surprise! I don't normally do reviews, but after this amazing meal and speaking with the sweet staff, I feel compelled to share this little gem. 

My friend and I were walking down Mass Ave to get pho from pho basil, and stumbled upon this place on our way. We decided to step in and try it instead. Since we were starving, we decided to both order pho and share the Bahn mi as an appetizer. The Bahn mi is amazing! The bread was warm and fresh, as if it were just pulled from the oven. It had a nice soft crunch to the outside and the ingredients in the sandwich were so fresh and flavorful.

The pho was also phenomenal as well. You can tell that they care a lot about the quality of the ingredients they use. I think this may be my new favorite place! FYI, they're going to be adding more menu items later with pastries and cakes to add to the cafe atmosphere. Looking forward to checking that out! Thank you again for such an amazing meal :)"
130,40,Saigon Fusion,4 star rating,2/25/2020,"Third time (or is it fourth?) time mig. Be a charm for the space long seeking an identity 

Good fresh shrimp spring rolls and under $13 pho is a decent deal.

Not sure I loved the 90s throwback soundtrack Celine Dions ""Let's Talk About Love"", with all its Jim Steinman bombastic-ness. Maybe it was being played ironically :) 

They are so new they don't have menus printed up so you have to peer around at blackboards to see what's to order - its kind of charming, actually."
131,41,Saigon Fusion,2 star rating,11/29/2021,"I didn't have a good dining experience. We ordered two bowls of pho, a banh mi with cold cuts, and two smoothies. We first received our smoothies. I liked the flavor and appreciated the use of real strawberries/bananas and avocado. However, I think the smoothies could have been blended for an extra minute or so because I found the smoothie was gritty from the small chunks of ice throughout. I'm not sure why but we were never offered any water or tea during our meal or checked up on if we needed anything. It took another 30-35 minutes for the banh mi to come out. The sandwich is pretty good and I would get it again because they used the correct bread, tasty meat, and pate. We waited another 15 minutes for our bowls of pho and I was pretty disappointed by the portion size, considering that each bowl is $15 (which is very high for pho). The full size bowl of pho here is comparable to a kids size at other restaurants. Unfortunately, the taste of the broth does not make up for much. I would not recommend the pho because there are not many cuts of meat and the broth tastes strange. Overall, I don't think I would come again despite enjoying the banh mi sandwich just because the service here is very slow. It's impractical to try to swing by for lunch and get a banh mi for pick up because it takes like 30-40 minutes. In addition, there are not many options on the menu. Despite having a lean menu, the restaurant also didn't have any of the rice plates in stock, so our food options were even more limited."
132,42,Saigon Fusion,4 star rating,11/28/2020,"Phenomenal ! They only have 4 dishes which is rice , banh mi , pho and spring roll. And just pork and chicken for choices ; sadly.  We of course ordered all of it. The pho is flavorful . The rice is cooked prefect the banh mi was crunchy and the spring roll they used banh hoi which is a very refreshing way to make it because they are the only one that use banh hoi. But they portion is smaller then most restaurants."
133,43,Saigon Fusion,5 star rating,2/18/2020,"Just walked into this place thinking it had always been here. Menu is simple but with varied options if you are craving pho or a banh mi. 
I had the pho. It had a really nice portion of meat, savory taste, and the side herbs were great! Not only did I get the regular sprouts, basil, and lime BUT there was sawgrass and one more (don't know the name) that added an extra something delicious you won't get at other pho places.
The owner came to say Hi and ask how I enjoyed my food. She was sweet and friendly. A very nice touch!
I will definitely be coming back and bringing a friend"
134,44,Saigon Fusion,4 star rating,10/4/2021,This place attracted me because of the smell when I walked by and the flavor did not disappoint. I tried the pork fried rice and spring rolls which were both fantastic. A few missing items on the menu but I'll be back to try those!
135,45,Saigon Fusion,5 star rating,3/18/2021,"This place is the real deal. Didn't think much of it given how many restaurants are around mainly catering to students in the area, but this is some of the best Vietnamese food I've had in Boston. Small menu but they do everything right. Banh mi is great, pho is delicious. Since it's a small operation I've sometimes had to wait a bit longer for takeout but it's worth it in the end."
136,46,Saigon Fusion,5 star rating,10/11/2020,"I went on a whim as I was walking by because everyone at their outdoor seating had such delicious looking food and it had been a while since I went out for Vietnamese food. 
Everything was delicious. The Pho soup was incredible, my boyfriend ordered it but I insisted we share after tasting it & the baguette sandwich we ordered was delicious. Perfectly spicy but not too much. I forgot to mention we started with their spring rolls which were so fresh! Our waitress suggested their tangerine soda, made in-house and it was so tasty! Like a health Fanta, but better.

We overheard a conversation between the cashier and another patron saying they opened in February and today was the first day they were able to open post quarantine. Wow I must say, they had everything running smoothly and with such delicious food! I recommend their food to everyone! Such a wonderful, quality business and delicious restaurant to support."
137,47,Saigon Fusion,5 star rating,3/12/2021,Worth the value! Excellent service. Fresh spring rolls is very delicious! Love it. I'll definitely coming back.
138,48,Saigon Fusion,5 star rating,1/13/2021,"Since we've found Saigon Fusion a month ago, my husband and I have been here once every week. The food is really that good. Being Vietnamese myself, I have unreasonably high standards for Vietnamese restaurants and this place meets it. Every. Single. Time. The spring rolls are very authentic with different herbs and homemade fish sauce. The phở broth is so clean and delicious. The bánh mì is out of this world. The owner told us how she makes everything to order to ensure freshness and quality, that's why things can take a little longer to come out, but oh so worth it! We already plan to come back for more this weekend."
139,49,Saigon Fusion,5 star rating,2/7/2021,The best Bahn Mi sandwich!!! Great place and fair prices. Absolutely my favorite in Boston area
