LocationName,Address,City,State,Zip,Description,Website,Phone,
Land's Sake Farm,90 Wellesley St,Weston,MA,02493,Public farm (used to be part of Arnold Arboretum) host educational programming for all ages maintain the town forest for recreational and production uses and care for both public conservation and private land. Picnic tables available. Pick your own flowers only. Open June-October Tues-Fri 11am to 7pm Sat and Sun 11am-4pm closed Mondays.  CSA Products offered: Vegetables Flowers occasionally honey Pickup(s): On Farm,www.landssake.org,(781) 893-1162,
Langwater Farmstand,209 Washington St.,NORTH EASTON,MA,02356,Open Tuesday through Sunday 10:00 am - 6:00 pm May to end of December. Winter 2021: Open January 16 - April 24 2021 Saturdays 10:00 am - 2:00 pm via pre-order pickup and a limited retail selection during these hours.   Family owned certified organic fruit and vegetable farm in North Easton MA. Offer a wide variety of delicious certified organic produce. Hayrides field trips and other farm events. Pick your own certified organic strawberries weekends in June!  CSA Products offered: Fruits and Vegetables Pickup(s): On Farm ,www.langwaterfarm.com,(508) 205-9665,
Lanni Orchard,294 Chase Road Rt. 13,Lunenburg,MA,01462,Nice selection of our own grown fruits and vegetables (when season allows). Farm stand open year round which includes our crops along with locally produced baked goods meats cheese honey maple syrup fudge and other products. In season offer PYO strawberries raspberries blueberries apples and pumpkins. Check out website for monthly events and festivals. Open Monday to Friday 9:00 am - 6:00 pm on Saturday from 9:00 am - 5:00 pm.   ,www.Lanniorchard.com,(978) 582-6246,
Laurel Ridge Farm,1128 Main St,Ashby,MA,01431,40 acre farm producing hay breed Dutch harness carriage horses as well as registered Berkshire hogs. Produce 100% pure certified all natural Berkshire/Kurobuta pork. Also produce Berkshire feeder pigs and pedigreed breeding stock. Call for pork sales and pick-up 978-855-8591.,www.laurelridgefarm.com,(978) 386-0200,
Lawndale Farm,91 Frost Road,Tyngsborough,MA,01879,Pick your own tomatoes hayride for pumpkin picking treasure hunt in cornfields fresh picked vegetables at farmstand. Horses hay bales decorative mulch hay bales and half bales.,lawndalefarm.com/,(978) 808-6164,
Lazy Boy Farms,25 Centerhill Road,Plymouth,MA,02360,Organic Cranberry bogs. ,,(508) 224-7638,
Lexington Community Farm,52 Lowell Street,Lexington,MA,02420,Community-based farm where area residents come to learn about and enjoy food farming and nature. Offer hands-on education programs for children and adults volunteer hours recreation programs CSA and flower shares.  CSA Product offered: Vegetables Flowers. Pickup(s): On Farm  Farmstand Hours: Wednesday 1:00 pm - 6:00 pm; Thursday 3:00 pm - 7:00 pm; Friday 1:00 pm - 6:00 pm; Saturday 9:00 am - 4:00 pm June through October,www.lexfarm.org,781-862-7247,
Lightwing Farm,84 Quarry Road,Cheshire,MA,01225,,,(413) 743-4425,
Lilac Hedge Farm,216 Wachusett St.,Rutland,MA,01543,Raise beef pork lamb and poultry on pasture using sustainable farming practices. Retail our meat through many Boston area farmers' markets home delivery as well as a Meat CSA with convenient pickup locations across the state.,lilachedgefarm.com/,(774) 249-4675,
Linabella's Gourmet Garlic,447 Barre Rd,Oakham,MA,01068,Small family run business. Grow our own gourmet hard neck garlic and Genovese Basil using organic methods. Then we use our fresh herbs to create 6 varieties of authentic Linabella's All Natural Pesto alla Genovese (the true green Italian pesto). ,www.linabellasgarlic.com,(508) 882-3030,
Linda's Tomatoes at Terrapin Farm,555 Lincoln Street,Franklin,MA,02038,Focus on growing delicious tomatoes! Perfectly ripened and lovingly harvested beefsteak and heirloom tomatoes are grown with love and nothing else! Pesticide-free vine-ripened and simply delicious! ,www.lindastomatoes.com/,(774) 571-1107,
Little Bit Farm,26 Charles Street,Leicester,MA,01524,Diversified natural farming working with nature. The family farm has farm animals vegetables honey bees turkeys eggs and honey. Beeswax home soaps handcream lip balm herbs both fresh and dried. Open Monday to Friday 9:00 am - 6:00 pm. Winter Hours: Saturday and Sunday 9:00 am - 6:00 pm.  ,,(508) 892-9883,
Little Bit Farm,159 Alum Hill Rd. ,Sheffield,MA,01222,My own strain of popcorn seasonal produce fresh herbs potted plants including rescued perennials. Open by appointment only. Please call ahead.,facebook.com/cornthatpops,(413) 229-9062,
Little Brook Farm and Garden,190 Lincoln Ave.,Saugus,MA,01906,Daily 9:00 am - 6:00 pm. Flower arrangements Memorial services Weddings services Plant arrangements Water fountains Bird baths Flower basket hangers Spring garden plants Holiday decorations. Also greens and tomatoes.,www.facebook.com/pages/category/Garden-Center/Little-Brook-Farm-Garden-813090225436183/,(781) 231-9663,
Little Brook Farm and Garden Farmstand/YMCA,497 Main Street,Melrose,MA,02176,Open Saturday 8:00 am - 1:00 pm May to October 20,,(781) 231-9663,
Little White Goat Dairy,309 Gidney Road,Orange,MA,01364,Goat Dairy w/farm store stocked with raw milk yogurt cheeses and kefir. Also sell pastured meats. Farm tours and monthly workshops offered. Enjoy picnic area and Chestnut Hill trails access. Farm store open 8-6pm 7 days April-December (Jan Feb Mar by appointment). ,www.littlewhitegoatdairy.com,(978) 790-1240,
Little Wren Farm,35 Rust Avenue,Northampton,MA,01060,Little Wren Farm offers local raw honey and natural bee products. Visit our website for more information (www.littlewren.farm).,www.littlewren.farm,(413) 275-7371,
Little Yellowbird Farm,803 Charlton Street,Southbridge ,MA,01550,Seasonal fruits/vegetables/herbs Chicken eggs Hatching eggs.,www.facebook.com/littleyellowbirdfarm,(781) 413-5469,
Living Earth Farm,32 Cloverdale Lane,Rutland,MA,01543,,www.lefoods.com/,(508) 886-2477,
Lolans Farm,121 Thompson Street,Middleborough,MA,02346,Seasonal retail farmstand offering our own eggs herbs vegetables harvest decorations and bagged aged cow manure.,www.facebook.com/Lolans-Farm-101743473245432/,(508) 947-3138,
Long Hill Orchard,520 Main St Rte 113,West Newbury,MA,01985,CSA and weekly produce boxes can be delivered directly to business locations where 10 or more people sign up. Happy to offer A Tuesday Home Delivery in our surrounding community. Beautiful 138 acre family orchard along Merrimack River: ice cream stand farm stand PYO apples peaches pears bakery cider press greenhouse and goats apple blossom & harvest tours and festivals Corn Maze. Field trips school tours and groups welcome. Beautiful picnic areas in a peaceful setting community supported agriculture program.,longhillorchard.com/,(978) 363-2170,
Long Hollow Bison Farm,270 Russel Street Route 9,Hadley,MA,01035,We raise Bison and sell live Bison to other Bison farms.,,(413) 320-1288,
Long Plain Farm,149 Christian Lane,Whately,MA,01093,Third-generation vegetable farm in Whately offering fresh produce including bulk CSA farmstand and wholesale options summer to winter.,longplainfarm.com/,(413) 575-2598,
Lukasik Family Farm,Pearl Street,South Hadley ,MA,01075,FRESH FOR THANKSGIVING -     * Our own all natural native turkey variety of sizes starting at 16 lbs up to 28 lbs    * Start taking Thanksgiving orders October 1st    * Frozen turkey available beginning September    * Farm Chicken Broilers young 35 lb average available beginning September    * Our own fresh Pheasant 2—2.5 lb year round FRESH FOR CHRISTMAS    Fresh turkey limited sizes     Fresh pheasant 2-2.5 hen pheasant    Partridge 15-18 oz one per person serving    Country Smoked Ham    Quail 4oz semi-boned We appreciate orders—We always have frozen birds if you are traveling ¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬ Coming soon: Farm shares angus beef free range eggs poultry sausage and ground turkey. “All natural and locally grown”. Five generations farming for over 100 years.   ,www.facebook.com/LGFlukasik/,(413) 534-5697,
Luks Tree Farm,38 Laurel Street,Auburn,MA,01501,Specialize in cut-your-own Christmas trees. Also offer fresh eggs daily seasonal produce such as strawberries raspberries and vegetables homemade jams and preserves handmade goats’ milk soaps holiday decor and more! ,sites.google.com/view/luks-farm/home,(508) 832-5250,
MacArthur Farm,137 Concord Street,Holliston,MA,01746,Prize winning tomatoes and farm fresh fruits and vegetables bedding plants perennials hanging plants potted and vegetable plants. Mums pumpkins fall decorations Christmas trees wreaths roping and poinsettias.   Open May to November: daily from 8:30 am-6:30 pm. Produce starting in June. October and November hours: 9:00 am - 6:00 pm. Open in December for Christmas Trees only 7 days a week 9:00 am to 9:00 pm. ,www.macarthurfarm.com,(508) 429-4873,
Mann Orchards Inc,27 Pleasant Valley Street,Methuen,MA,01844,Established in 1877 5 generations. Grow apples peaches tomatoes hearty mums other stonefruit and seasonal vegetables. Farmstore open all year round. Fully Bakery. Best apple pie anywhere! Lunch served Mon-Fri 11am-2pm. Made with locally grown seasonal ingredients.,www.mannorchards.com,(978) 683-0361,
Many Hands Organic Farm,411 Sheldon Road,Barre,MA,01005,Certified Organic farm offering 22 week summer vegetable CSA (with fruit) and a 4 week late fall CSA. Also offer all manner of vegetables fruits pork turkey chicken flowers lard as direct sales. Pickup Days: Monday Wednesday and Friday for Summer Shares and Monday only for Fall Shares. SNAP/HIP: Please call to arrange logistics.   CSA Products offered: Vegetables Fruit Flowers  CSA Pickup Days: Monday Wednesday and Friday for Summer Shares and Monday only for Fall Shares.  SNAP/HIP: Please call ahead for availability.,www.mhof.net,(978) 355-2853,
Maple Corner Farm,794 Beech Hill Road,Granville,MA,01034,Maple Sugar House open for Tours museum of old time sugaring items. Weekends for Pancakes and French Toast. PYO Blueberries and hay. ,www.maplecornerfarm.com,(413) 357-8829,
Maple Ledge Farm,131 Vinton Rd.,Holland,MA,01521,Sugar House tours weekends in March 9 am - 3 pm.,www.facebook.com/maple.ledge?ref=hl,(774) 230-0708,
Maple Valley Creamery,102 Mill Valley Road,Hadley,MA,01035,Raw milk cheese ice cream yogurt angus beef baked goods and organically grown vegetables are featured in our store. Open daily from 10-6pm. ,www.maplevalleycreamery.com/,(413) 588-1716,
Mapleline Farm,73 Comins Road,Hadley,MA,01035,Farm store offers our fresh and all natural milk in glass bottles and plastic. Also carry selection of local eggs cheeses seasonal produce frozen pot pies and our ice cream. Group farm tours available upon appt.,www.maplelinefarm.com,(413) 549-6486,
Marini Farm,259 Linebrook Road,Ipswich,MA,01938,Third generation vegetable farm. Grow 250 acres of produce with a farm stand CSA corn maze Christmas trees events birthdays and wholesale.  CSA Pick up: Wednesdays at the farm.,www.marinifarm.com,(978) 356-0430,
Marini Farmstand,259 Linebrook Road,Ipswich,MA,01938,Third generation vegetable farm. Grow 250 acres of produce with a farm stand CSA corn maze Christmas trees events birthdays and wholesale. CSA Pick up: Wednesdays at the farm. Open May to November.   ,www.marinifarm.com,(978) 356-0430,
Marshall Farms,171 Harrington Ave,Concord ,MA,01742,Specialize in annuals and perennials freshly grown produce including an extensive selection of heirloom tomatoes in season. Firewood and seasonal items such as Christmas trees. Open 7 days a week 9-6 from May-December.,www.marshall-farms.com,(978) 369-4069,
Marshall's Farmstand,144 Concord Street,Gloucester,MA,01930,Open 7 days 9:00 am - 7:00 pm May to November. Farmstand/Market with 5 greenhouses petting zoo area. Fruits vegetables local products meats ice cream. Offer annuals perennials hanging plants bark mulch and more. 24 Alpacas horses checkins ducks and Peacock!,www.marshallsfarmstand.com,(978) 283-2168,
Mary's Garden,86 Tracy Rd.,Dudley,MA,01571,Open Sundays 10:00 am - 3:00 pm.,,,
Matfield Maple Farm,107 Matfield St.,West Bridgewater,MA,02379,,www.matfieldmaplefarm.com,(508) 588-9858,
Mayval Farm,149 Easthampton Road,Westhampton,MA,01027,Family dairy farm with new creamery producing pasteurized cream line milk - regular and chocolate kefir fresh cheeses including skyr cheese curds and Camem-mere. All are sold at farm store open year round along with our own pure maple syrup and cream grass-fed beef free-range eggs and compost.  ,www.mayvalfarm.com,(413) 527-6274,
McCarthy Farms,536 North Westfield Street,FEEDING HILLS,MA,01030,Our farm offers fresh vegetables and berries. We do not have a website but we have a Facebook page McCarthy Farms- Feeding Hills¬. Our hours are weekdays 3-7pm and weekends 10-6pm. ,,(413) 313-2322,
McCray's Farm and Country Creamery,55 Alvord Street,South Hadley ,MA,01075,Known for our delicious homemade ice cream wagon rides and Pick-Your-Own pumpkins. Offer school tours birthday parties light lunches mini-golf and in addition there are often special events during the year (including Haunted Hayrides on weekend evenings in October.) ,mccrays-farm.com/,(413) 533-0775,
McKinstry's Market Garden,753 Montgomery Street,Chicopee,MA,01013, Open Monday to Saturday 8:00 am - 7:00 pm; Sunday 8:00 am - 6:00 pm May to October.,www.facebook.com/pages/McKinstry-Market-Garden-Inc/105532792830921,(413) 536-2043,
Meadow View Farm,120 College Highway,Southwick,MA,01077,Retail Spring plants from late April until late June. Call (413) 569-0814 for retail information.    Closed in the Summer and re-open Mums after Labor Day.,www.meadowviewfarmsouthwick.com/,(413) 569-0814,
Meadowbrook Farm,185 Meadowbrook Road,East Longmeadow ,MA,01028,Wide variety of bedding plants perennials nursery stock vegetable plants and a huge seclection of hanging baskets. June brings PYO and pre-picked strawberries. Summer w/fresh-picked vegetables and unsurpassed sweet corn. Fall brings mums pumpkins and fall decorative items. The year finishes with Christmas trees (specializing in Fraser Firs) wreaths and other decorative items. ,www.meadowbrookfarmma.com/,413) 525-8588 ,
Meadowbrook Orchards,209 Chase Hill Road ,Sterling,MA,01564,Apple Orchard with farmstore bakery and restaurant. Pick-your-own apples blueberries and raspberries. Offer fresh baked pies turnovers cookies muffins. Lunch 7 days a week full breakfast on Sat & Sunday.   CSA: pick up on farm. ,meadowbrookorchards.com,(978) 365-7617 ,
Meatworks,287 State Rd,Westport,MA,02790,State-of-the art USDA-Inspected multi-species meat processing facility for cattle hogs sheep and goats. Retail store features a selection of fresh locally raised beef and pork (fresh or frozen). Open daily 10am-4pm Sat. 9am-1pm.,www.meatworkswestport.com,(774) 319-5616,
Medway Community Farm,50 Winthrop St,Medway,MA,02053,The farm store is open in April and May from 10-2 on Saturdays. Starting in June until mid-October the farm store hours are Tuesday through Saturday 10-2. Closed on Sunday and Monday.  Starting immediately Saturday curbside pickup is available if ordering through the website.  https://www.medwaycommunityfarm.org/farm-store-ordering-for-pickup. ,www.medwaycommunityfarm.org,,
Mill Brook Sugarhouse,409 1/2 New Lenox Road,Lenox,MA,01240,Locally made Pure Maple Syrup. Starting early in March begin collecting sap from Maple trees and boiling it down to make a Pure Maple Syrup.,www.facebook.com/MillBrookSugarHouse01240/,(413) 298-3473,
Mill River Farm/Berkshire Wildflower Honey,282 Brewer Hill Rd,New Marlborough,MA,01244,Certified organic farm raising chickens pigs goats turkeys vegetables and honeybees. MA license to process poultry on-farm. Farm tours by appt. Farmstand.,www.berkshirehoney.com,(413) 229-6650,
Milliken Farm,26 Cross St,Pembroke,MA,02327,Seasonal market/farmstand. Hours varied. ,,(617) 620-6288,
Mistletoe Acres Tree Farm,296 Whitman St,East Bridgewater,MA,02333,Cut your own Christmas trees and pre-cut trees. Evergreen trees including Canaan Fir Serbian Spruce Balsam Fir Fraser Fir and Silver Fir.   ,www.mistletoeacres.com,(617) 918-3941,
Misty River View Farm,55 Thompson Road,New Braintree,MA,01531,Unique small family farm offering beef pork lamb.,www.facebook.com/Misty-River-View-Farm-103701874609672/,(508) 344-9994,
MNC Farm,150 West Center St,West Bridgewater,MA,02379,Farmstand selling variety of fresh vegetables fruits eggs along w/farm fresh beef and poultry. Small petting zoo and tractor hayrides by appt.,app.barn2door.com/e/3e1nD/all,(774) 381-7495,
Mondego Acres,25 Lower Farms Road,Northfield,MA,01354,Small family farm offering free range/pasture raised RI Red brown eggs dressed (Cornish Cross) chickens and beef products. In Fall have a variety of local apples. 10am-7pm year round but please call prior to your arrival to ensure we are available to assist you.,,413-636-9737,
Moors End Farm,40 Polpis Road,Nantucket,MA,02554,Our farm and roadside stand caters to regular customers and to bikers. We also have a nursery and greenhouse operation.We offer fresh produce cut flowers and nursery stock.,www.moorsendfarm.com/,(508) 228-2674,
Morning Glory Farm,290 West Tisbury Road,Edgartown ,MA,02539,Farm Store with produce from our 60 acres of vegetables fruit flowers and herbs. Also vegetable and flower plants baked goods prepared foods jams jellies and pickles. Specialty Foods and supplementary produce from near and far.  Open May until the end of December,www.morninggloryfarm.com,(508) 627-9003,
Morse Farm,993 Woodstock Road,Southbridge ,MA,01550,Family farm stand seel local products of our own produce. We also sell seasonal flowers christmas tree Been in business for over 30 years. Quality is our specialty.,,(508) 764-3392,
Mountain Girl Farm,1360 Church St,North Adams,MA,01247,Open daily. Goat Milk products/soaps chicken and duck eggs jam jelly pickles fresh produce and bakery. Goats ducks and chickens. Offer "Yoga with Goats".   SNAP Senior and WIC coupons accepted Thursday & Friday from 3:00 pm - 7:00 pm; Saturday & Sunday 10:00 am - 7:00 pm or call 413-663-9761 for appointment.,www.mountaingirlfarm.com,(413) 663-9761,
Mountain Orchard,668 Main Road / Rt. 57,Granville,MA,01034,Self service roadside stand offers: Paula Red Macoun McIntosh Cortland Empire Red & Golden Delicious and Rome apples. Also offer peaches nectarines and pears.,www.mountainorchard.com,(413) 357-8877,
Mountain View Farm,393 East Street,Easthampton ,MA,01027,High quality chemical free vegetables herbs flowers and berries available to CSA members Farm to City participants and restaurants. Open June - November.  CSA Products offered: Vegetables Fruit Flowers Pickup(s): On Farm Farmer Markets,www.mountainviewfarmcsa.com,(413) 329-0211,
Mt. Williams Greenhouses,1090 State Road,North Adams,MA,01247,A retail greenhouse that offers annuals along with cut flowers as a retail greenhouse and florist.,www.MTWilliamsgreenhouses.com,(413) 663-8665,
Murdock Dairy Farm,62 Elmwood Road,Winchendon ,MA,01475,Seasonal Dairy Bar and quality Hay for sale at all time.,www.facebook.com/MurdockFarmDairyDairyBar,978-297-1486,
Mycoterra Farm,75 Stillwater Rd. ,South Deerfield,MA,01373,Year-round indoor farmstand offers a variety of gourmet and exotic mushrooms mushroom growing kits mushroom skincare line including soaps lotions and toners and mushroom extracts. Seasonal produce from cooperating farms also offered when available.   SNAP accepted at the farmstand over the winter months Monday - Friday 9:00 am - 6:00 pm,www.mycoterrafarm.com,(413) 397-3654,
Nashoba Valley Winery Orchard & J's Restaurant,100 Wattaquadoc Hill Road,Bolton,MA,01740,Located in the heart of Massachusetts' apple country Nashoba Valley Winery is a stunning hilltop orchard overlooking the charming town of Bolton. Since first producing superior fruit wines in 1978 Nashoba Valley Winery has earned wide acclaim as a pioneering winery orchard and a premier destination for visitors seeking excellent wine exquisitely prepared food and a gorgeous country setting. The family-owned orchard winery & restaurant set on 52 rolling acres boasts a state-of-the art wine-making and distillation facility an exceptional wine and gift shoppe a brewery and a gourmet restaurant.,www.Nashobawinery.com,(978) 779-5521,
Natick Community Organic Farm,117 Eliot Street Route 16,Natick,MA,01760,Non-profit diversified certified-organic farm raising mesclun seedlings maple syrup produce cut flowers. eggs livestock/meat and woolen yarn. No admission fee. Self-guided tours. Picnic area. Youth programs teen employment and volunteer opportunities. Maple Magic (March) Spring Spectacular (May) and Harvest Dinner (September). ,www.natickfarm.org,(508) 655-2204,
Nessralla Farm,1200 Ocean Street / Route 139,Marshfield,MA,02050,Offer flowers produce firewood mulch and more.,www.nessrallas.com/,(781) 834-2833,
New England Nurseries,216 Concord Road,Bedford,MA,01730,,www.newenglandnurseries.com,(781) 275-2525,
New England Wild Edibles,65 Foundry Village Rd.,Colrain,MA,01340,Organic log grown Shiitake mushrooms. April-November Season. Supplement Wholesale Retail Shiitake Market with fresh and dried wild mushrooms.,www.newedibles.com/,(413) 624-5188,
New Salem Preserves,67 South Main Street,New Salem,MA,01355,18th century unique farm with apple orchards a user friendly cider mill along with solar-cooked strawberry blueberry and raspberry preserves. Weekends include fresh baked cider doughnuts and apple pies.  CSA Products offered: Vegetables Pickup(s): On Farm,www.newsalempreserves.com/,(978) 544-3437,
Newton Community Farm,303 Nahanton Street,Newton,MA,02456,Newton Community Farm is an organic practicing community farm that grows vegetables and herbs. Approximately 40% of the produce is distributed through sales at the on-site farm stand and local farmers' market and donations to local food pantries. The farm also has an 80 share CSA Program.,www.newtoncommunityfarm.org,,
Nicewicz Family Farm,116 Sawyer Road,Bolton,MA,01740,,www.nicewiczfamilyfarm.com,(978) 779-6423,
Nip N Tuck Farm,39 Davis Look Rd,Tisbury ,MA,02568,Farmstand. Farm tours for all ages buggy & hay rides. Old farm buildings to explore. School tours in spring. Farmstand June-Sept.,,(508) 693-1449,
Noble's Farm Stand and Flower Shop,356 East New Lenox Road,Pittsfield,MA,01201,,www.noblesfarmstandandflowershop.com/,(413) 443-2210,
Noquochoke Orchards Inc.,594 Drift Road,Westport,MA,02790,Century Farm in 1899 with 36 acres of fruit & over 70 varieties of apples 16 kinds of peaches 9 kinds of pears 4 kinds of plums along with nectarines blueberries strawberries and quince. Grow the special Macomber turnip along w/many varieties of vegetables. Fresh Apple Cider.,www.noquochokeorchards.com/,(508) 636-2237,
North Brook Farm,96 South Street,Berlin,MA,01503,Breed and raise alpacas and process their luxurious fleeces into yarns socks and hand made hats scaves sweaters etc. Custom orders available. ,www.Northbrookalpacas.com,(978) 838-7391,
North Hadley Sugar Shack,181 River Drive,Hadley,MA,01035,We are a sugahouse/farm stand. We make maple syrup in the spring and sell it along with our farm produce at our farm stand. We offer tours in the spring to see how we make our maple syrup maple candy and cream.   We have an annual pumpkin fest end of October with lots of free activities for the kids! We have a huge fall stand wiht lots of veggies and all your fall decorating needs.  ,www.northhadleysugarshack.com,(413) 585-8820,
North Plain Farm & Blue Hill Farm,342 North Plain Road,Great Barrington,MA,01230,North Plain Farm (and our sister farm Blue Hill Farm) committed to raising livestock in a rotational grass-based system that is regenerative for the soil and respects the lives and welfare of the animals we raise as well as the people who raise them. Strive to bring nutrient dense traceable food to our neighbors and maintain open space for farmland in our community. Committed to having an open farm policy and invite our customers to visit our farm at any time of the year. Our products are sold at our on-site farm store and the Great Barrington Farmers Market. ,www.northplainfarm.com,(413) 429-6598,
North Tabor Farm,4 North Tabor Farm Road,Chilmark,MA,02535,Small intense diverse family farm offering vegetables fruits pastured poultry shitake mushrooms and specialty cut flowers. Year round self-serve farmstand. Offer private and school tours interactive farm experientials collaboration w/local chefs to provide on-site meals - Farm Field and Sea.,www.facebook.com/pages/North-Tabor-Farm/162302420453059,(508) 645-3311,
Norwich Lake Farm,87 Searle Rd.,Huntington ,MA,01050,We run a small restaurant for Sugaring season (6-8 weekends.),,(413) 667-8830,
Nourse Farm,80 Nourse Street,Westborough,MA,01581,12 acres of strawberries blueberries and blackberries for PYO. Grow wide variety heirloom tomatoes sweetcorn peas beans squash melons herbs peppers lettuce and greens. Kitchen at the farm bakes off our berry pies jams and jellies from our own fruit and serve ice cream 7 days a week. Gift baskets available.  CSA Products offered: Fruits Vegetables Pickup(s): Deliveries ,www.noursefarm.com/,(508) 366-2644,
Nourse Farms,41 River Road,Whately,MA,01093,I would like to change it to: Berry Plant Nursery selling Strawberry Raspberry Blackberry Blueberry Currant Gooseberry and Elderberry plants. We also sell Asparagus Rhubarb and Horseradish roots.  Plants are shipped throughout the U.S. and other countries. A catalog is available online.  PYO and wholesale berries currents-June-October. Berry hotline phone number 413-665-2650.,www.noursefarms.com,(413) 665-2658,
Nubia Farmstand at Boston Medical Center ,Shapiro Building 725 Albany Street,Boston,MA,02118,Open Friday Noon - 4:30 pm July to October. ,,,
Nuestras Raices Farmstand,24 Jones Ferry Rd. ,Holyoke,MA,01040,Open Saturday and Sunday 9:00 am - 3:00 pm May to October,,,
Oakdale Farms Country Barn ,59 Wheaton Ave,Rehoboth ,MA,02769,7th generation vegetable fruit and herb farm practicing safe and environmentally friendly growing methods producing food for the local community: home delivery farm stand CSA farmers markets wholesale. Besides fresh produce the Country Barn has baked goods jams relish pickles honey eggs and more! September - December hayrides for the public and private events with dinner and bonfire at the Pavilion. Check the website for details. ,www.oakdalefarmscountrybarn.com,(508) 336-7681,
Oake Knoll Farms,70 North Street,Foxborough,MA,02035,Local dairy farm that offers harvested grass fed raw milk cheese beef along with veal. Farm stand open daily from 10am-6pm.,www.oakeknollfarms.com/,(866) 472-9645,
Oasis on Ballou at Ballou,100 Ballou Ave.,DORCHESTER,MA,02121,Open Monday to Saturday 8:00 am - 3:00 pm.,,(617) 825-4224,
Oasis on Ballou at Washington St.,857 Washington St.,DORCHESTER,MA,02121,Wednesdays 12:30 pm - 3:00 pm at 857 Washington St. ,,(617) 825-4224,
Ogonowski Farm,713 Broadway Road,Dracut,MA,01826,Picturesque 3rd generation century family farm with thousands of fall mums tons of pumpkins large cornstalks and decorative hay bales. Offer all your fall decorating needs at one stop. Open from early Sept. to Halloween. ,ogofarm.com/,(978) 455-2528,
Old Frog Pond Farm,38 Eldridge Road,Harvard,MA,01451,Small certified organic family farm with PYO raspberries and apples in the Fall.,www.oldfrogpondfarm.com,(978) 456-9616,
Open Meadow Farm,5 Leominster - Shirley Rd,Lunenburg,MA,01462,Offer wide selection of meat products; Black Angus Beef; Beefalo Beef; Pork & Chicken. Also offer honey and wide selection of fruits and vegetables.,www.facebook.com/Open-Meadow-Farm-LLC-108540445834614/,(978) 466-5873,
Osamequin Farm,80 Walnut Street,Seekonk,MA,02771,Cooperative farm and educational non-profit with vegetables pick your own blueberries and raspberries and cut flowers and herbs. Flower CSA. Host educational workshops harvest parties and events seasonally. ,www.osamequinfarm.com,(774) 901-4725,
Osborne Nursery & Landscaping Inc.,80 Washington Street,Plainville,MA,02762,,osbornenursery.com,(508) 695-8272,
Otis Poultry Farm,1570 North Main Road,Otis,MA,01253,large country store chicken/turkey pies fresh turkeysbakery cookies bread pies beer wineliquior (some local) toys gifts candy cheese.  Hot chicks restaurant-breakfast/lunch,www.otispoultryfarm.com,(413) 269-4438,
Outlook Farm,136 Main Road,Westhampton,MA,01027,Farm specializes in farm fresh pork and quality produce with 60 acres of orchards and gardens a country store and restaurant. Open year round. PYO apples and then enjoy a smorgasboard of Outlook's great BBQ hot off the grill! The bakery offers delicious home made treats and the Ice Cream Shak serves up rich creamy refreshments. Take home our fresh all natural sweet apple cider made from our 100 year old heirloom press. Outlook Farm Winery and Brewery opens the Backyard Taproom from May-November. ,www.outlookfarm.com,(413) 529-9388,
Outpost Farm,216 Prentice Street,Holliston,MA,01746,Turkey farm producing own fresh dressed or ready to serve roasted turkey turkey pot pies turkey sandwiches and fruit pies for take out services. Have a picnic area in September as well as our farm grown pumpkins apples corn and tomatoes.  CSA Products offered: Vegetables Pickup(s): On Farm ,www.outpostfarm.net,(508) 429-5244,
Paisley Farm & Greenhouse,189 Washington Street (Route 133),Boxford,MA,01921,4th generation farm stand and greenhouse specializing in freshly picked fruit and vegetables. We also grow a large selection of herbs and perennials.,paisleyfarm.com,(978) 352-2332,
Pakeen Farm,109 Elm St.,Canton,MA,02021,Multi-farm vegetable and fruit CSA. In fall pumpkins cider apples and doughnuts and in the winter offer choose & cut Christmas trees freshly cut Christmas trees and holiday decorations.  CSA Products offered: Vegetables Pickup(s): On Farm ,www.pakeenfarm.com,(781) 828-0111,
Palimac Farm,150 Upton St,Grafton,MA,01519,All natural poultry goat veggie and fruit farm. Also grow unique and specialty herbs.,www.facebook.com/PalimacFarm/,(508) 839-6031,
Paquette Family Farm,63 Grafton Street,Shrewsbury,MA,01545,Family run local business providing the freshest product to central MA for over 15 years. Founded by Ed Paquette a first generation farmer his vision was to rebuild the farming community that once flourished in Shrewsbury. True local grower with over 20 acres of fresh sweet corn summer squash and zucchini butternut acorn squash and much more!   CSA Products offered: Vegetables Pickup(s): On Farm ,www.paquettefarm.com/,(508) 842-8612,
Paradise Hill Farm,103 Cadman's Neck Road,Westport,MA,02790,20 acre family farm committed to sustainable agriculture. Seasonal farmstand and greenhouse offers fresh fruits vegetables annuals perennials and potted herbs. Homemade jams and jellies limited baked items local honey and maple syrup. CQP certified.   Open Wednesday to Sunday 10:00 am - 5:00 pm - Pre-order for produce.,www.facebook.com/Paradise-Hill-Farm-182555405132482/,(978) 590-6537,
Park Hill Orchard,82 Park Hill Road,Easthampton ,MA,01027,Grow apples and blueberries for Pick-Your-Own harvesting as well as many other fruits in farmstand. Feature a sculpture exhibition which winds through the working fruit orchards. "Art in the Orchard" is a recipient of a Gold Star Award from the State Senate and Cultural Commission. Host school groups. Perfect place for a family outing.   August - November 10:00 am - 6:00 pm,parkhillorchard.com,(413) 303-0335,
