,Name,Rating,Date,Review
2,Causeway Restaurant & Bar,5 star rating,8/25/2021,"Food is delicious & the customer service is warm & inviting...always.  We have found that the wait is less after 6pm. Also, bring your appetite as the portions are huge"
3,Causeway Restaurant & Bar,3 star rating,2/22/2022,Music was way too loud for sitting at the bar or at a table. It was weird. Wings were good though
4,Causeway Restaurant & Bar,5 star rating,10/17/2021,"We had a ""recovery"" brunch for the morning after my daughter's wedding - she had booked them in the first place because they were so chill and accommodating. We arrived and they gave us the entire 2nd floor with unlimited access to the menu - when we all got there Jenn was the only one on duty and she handled our crowd like a true pro- she hustled and buster her ass to make us all happy, well feed and the drinks flowing - plus the food was excellent  - highly recommend it especially if you are looking for an easy going place for a private event."
5,Causeway Restaurant & Bar,5 star rating,10/5/2021,Great chowder- large helpings wonderful fish and chips - we had a large group of 8 and we were all happy
6,Causeway Restaurant & Bar,4 star rating,7/11/2021,"Great outdoor space and very friendly for families/ toddlers. I felt awful it seemed like there was only one person serving/ bartending so it was slow but she was lovely. Bierra tacos were great, good fries too"
7,Causeway Restaurant & Bar,5 star rating,12/5/2021,"Pleasantly surprised w service, food quality, and prices when we met our daughter and her friends before the luke combs concert at td garden. My husband got wings and i got a chicken sandwish with fries. The young adults loved the fries. My husband and i really enjoyed the sandwish and bun and dipping sause served on side. Sandwich and fries were served hot a big plus for me. I believe premium beers were $6-$8 for 16 oz. We had a new waitress who seemed very dedicated to getting everythg right. She was being trained by a petite blond who was also very pleasant and experienced. Of course the bar area was very loud but the few side booths and upstairs were much quiter. Bathroom was clean too!"
8,Causeway Restaurant & Bar,2 star rating,10/13/2019,"I feel like the restaurant is going through an identity crisis. The WiFi password is ""thebestbbq"", the yelp menu is all about BBQ, but the menu we got today was more sports bar-esque food. If they changed the menu, fine, but a little ""new menu!"" sign would have felt proper.

Service was fine. Our waitress was busy since we came in on a weekend, but she came around every so often. We had to flag her down a couple of times, but had no problem otherwise.

The food experience and price was what made the experience subpar. The kitchen needs to get better at figuring out logistics, because when our food came, my roommate's chicken was steaming hot while my beef was much closer to room temperature.

The fries (with beer cheese and bacon) were delicious and by far my favorite dish of the evening. Was it worth the $10 price tag for fries? Probably not, considering the portions were exactly the same as the side fries that came with my main dish. 

According to my roommate, the southern fried chicken tasted nothing like what you'd expect from ""southern"" fried chicken. It was just fried chicken, with none of the insane crispness that he was used to.

The hanger tips were good, but that's about it. The meat was tender, but somehow not juicy. I personally wouldn't get it again.

Lastly, the draft beer was $7, which is overpriced in my opinion.

All in all, a pretty forgettable place and experience."
9,Causeway Restaurant & Bar,4 star rating,7/8/2021,"Went there today first time in 8years we'll help was friendly and helpful good looking waitress oh the food, DELICIOUS HUGE PLATES CHOWDER GREAT ,  go there you will love it one more thing the take out was booming, can't wait to go back"
10,Causeway Restaurant & Bar,1 star rating,6/12/2018,"My coworkers and I planned on ordering over $200 worth of food and eating in our office (we have a late night ahead of us). Their website let us order (to pay at restaurant) and everything. We scheduled the time for 6PM today and headed over. Upon arriving, we see the restaurant has a sign saying that they're closed until 6/13. What professional establishment would not mention they're closed for a week (6/6-6/13) and not put it anywhere on their website or prevent people from placing online orders? It's a good thing I didn't pay while placing the order because it would have been a giant waste of $200.

Just based on this experience, don't come here and just reading some of the reviews on here, it's not even worth it anyways."
11,Causeway Restaurant & Bar,4 star rating,10/17/2019,Awesome place to stop before a game/concert! Small place but didn't get overwhelmingly crowded and had a lot of great food and drink options.
12,Causeway Restaurant & Bar,5 star rating,2/19/2021,"Awesome breakfast! Me and my boyfriend went to Boston for Valentine's Day weekend and saw the sign on the window that said now serving breakfast and we were impressed! Good eggs, great buttery Texas toast and home fries that were seasoned perfectly. We'll definitely be coming back here!"
13,Causeway Restaurant & Bar,2 star rating,1/10/2020,"Ordered 12+ meals for a business dinner from Causeway. Attempted to order online and the online system did not work so I resorted to calling in my order. One meal in my order was for someone with a serious Gluten allergy. I made it very clear on the phone with specific directions that I needed a Chicken Caesar Salad with NO CROUTONS and GF Caesar dressing on the side. 

Embarrassing to go to this meeting to find that there is are croutons on this salad. This is the type of allergy where a containment like this is health threatening so to say I was disappointed was an understatement. Had to order an additional salad but made sure to get it from a different restaurant as I couldn't risk another mistake like this. 

All other food was good but overall experience was hindered because of this."
14,Causeway Restaurant & Bar,3 star rating,9/21/2019,"Meh. Short rib is no good. Burned as hell. Corn bread looks like pond scum surgically relocated to a baking pan and baked. Falls apart before it gets to the table. Salad was basically a vehicle for blue cheese, and overwhelming.

Service tip: When someone (sober) spills a drink, you replace it. Your restaurant is making so much money off of drinks. You can replace it. It was a mistake. Don't give the stink eye.

And you should offer to kill the audio to play a watch party's fight song. We were told ""the guy who does the audio isn't here."" It's not rocket science. Make a call. Figure it out.

Why are you in this business?"
15,Causeway Restaurant & Bar,4 star rating,4/29/2018,"We really enjoyed having drinks here. Bartenders were super nice and we stopped by a few times after having dinner elsewhere. 

I don't know why we never had the food, but we loved that they had Guinness on draft. Great service and drinks!"
16,Causeway Restaurant & Bar,3 star rating,5/23/2019,"Good spot to grab a meal when headed to a game or any other event in the vicinity. It's chill and with lots of space (2 levels). The Mac n cheese is not that great, but the wings are smoked and pretty tasty!"
17,Causeway Restaurant & Bar,1 star rating,12/2/2018,"I ordered the Brisket dinner. It was terrible. Every piece was fatty and over cooked. The was very disappointed. 
Mac and cheese was ok."
18,Causeway Restaurant & Bar,3 star rating,9/26/2017,"I didn't pay a cover..it was Friday night, some concert across the street, place was NOT full so therefore no line, no cover but there was a bouncer. 

I had one drink, and then beer. It was fine.. didn't eat, didn't talk to anyone and then left. Served it's purpose."
19,Causeway Restaurant & Bar,1 star rating,11/20/2017,"Ordered a BBQ smoked Rib platter to go 
1) The bartender who takes care of pick up ordered was on her phone the entire time while speaking to me. 
2) the cost online says 18.99 and it was $23.00 when it was ordered. 

As far as the food 
The ribs were dry and very fatty.
Had some sauce thrown on. 
The potatoes salad was ok 
The greens where hard and should have been cooked longer. 

Meh"
20,Causeway Restaurant & Bar,1 star rating,7/4/2019,"This is not BBQ. I'm going to set aside the fact that they made numerous serving mistakes and just focus on the food. 
Tough brisket, ""pulled pork"" that was basically pork jerky, and every side was completely void of seasoning. I felt as if they tried making every dish we had for the first time. 
Order a beer if you want a fine enough atmosphere, but leave and go eat somewhere else."
21,Causeway Restaurant & Bar,5 star rating,1/13/2019,Excellent spot. Super friendly staff. Very attentive. Was happy they had cold tall boys of PBR and white Zinfandel for the wifey. Crowds fluctuate depending on what time. There's always a game on or music. Highly recommend to have a drink
22,Causeway Restaurant & Bar,1 star rating,12/15/2018,"If I could give this place a negative, I would! Worst food ever. Their ""smoked wings"" are a joke..smoke wings should fall off the bone and theirs....theirs...I can't explain. Not good! Cornbread...HA! Jiffy's taste better, cornbread should be warm and soft, totally opposite for them...cold and hard. Rice and beans...why did I ever order this because I kinda knew what I was setting my self up for. Let me just say...ONE (1) bite and it remained in the bowl/cup.  Absolutely NOOOOOOOOO flavor, not a pinch of salt...nada...zip...zilch! If I had to give something a positive one star it would be the brisket and that's before cutting all the fat off. 

My friend didn't eat his food either and he's not a picky person at all."
23,Causeway Restaurant & Bar,4 star rating,8/24/2018,"Couldn't believe I walked right by this little gem. I had music playing in a open window I mean very open window this thing is huge. And what a beautiful night for this. I looked at the menu outside  and I was super surprised to find out that this was a BBQ joint & bar. The ambiance is dim lights and a few TV is around. In back is a  shuffleboard  and plenty of open Windows to see the people walking it's near the  TD Garden. We was greeted by a friendly Hostess that sat us  down at a table and she had our waitress come over right away. I ordered the brisket combo with mac and cheese and collars and hubby have the steak tip with rice and mac and cheese. I was hoping the mac was decent ,it was ok, bland but you still get that baked feel. The collards ,whoa ,super vinegar alert ! Not my cup of tea . Cornbread a little dry no butter around ,didn't wanna bother our now scarce waitress . The brisket was perfect. No issues there. Hubby had steak tips medium prolly shouldn't have because they were semi-dried out . Could have used gravy with it . Rice and beans were ok just plopped some beans on the yellow rice.  He didn't touch his Mac after I made ""the face"" he calls it . I was full off my brisket,big portions they give you. Music was on point so made my date night a good one here ! I recommend coming here you would enjoy it ! Just don't look for your waitress much after being seated ,lol . Getting the check is fun too !"
24,Causeway Restaurant & Bar,1 star rating,9/13/2018,"My boyfriend and I got the Tres Combo to share. We picked the brisket, ribs, and sausage along with chips and potato salad. We figured that, because this was a $30 plate of food, it would be enough for 2 people to share. We were very, very wrong.the cornbread was awful and crumbly (we didn't finish it). There was a small handful of chips which were good but it left only about 5 chips per person. One single sausage to split, 2 ribs, and thin slices of steak that were supposed to be brisket I think? None of it was good and it was VERY overpriced. 

We ordered a couple of IPAs off the drink menu but we were shocked that they were $10 each when we got our bill. We get it, Boston prices suck, especially for alcohol. But our total for one small place of mediocre food, 2 well whiskey and cokes, and 3 beers was $75 (without tip)."
25,Causeway Restaurant & Bar,3 star rating,10/1/2019,"I stopped in during lunchtime on a weekday and was greeted by the bartender, who told me to sit wherever. I grabbed a seat at the bar and ordered the cubano. It wasn't bad, but I wasn't very impressed. It was kind of dry, so I had a little difficulty getting through it. The service was good, at least. It was definitely a so-so experience, so I probably won't be racing back."
26,Causeway Restaurant & Bar,3 star rating,3/12/2018,"Causeway Restaurant & Bar is a bi-level sports bar that serves food as well as 20 beers on tap. The restaurant was decorated with sports photos. I wanted to try their drinks (including the Apple Mule, Lemon Ginger Bourbon Fizz, Tropical Sangria, Black and Gold, and Raspberry Lime Spritz). We waited for about fifteen minutes to try and put our drink orders in before we left but the crowd and the claustrophobic space basically drew us away."
27,Causeway Restaurant & Bar,5 star rating,10/22/2019,"Not sure why this is classified as barbecue, but the food was great. We were looking for a spot to have clam chowder and a lobster roll for my co-worker and she loved both. I had a hamburger with side salad. The house champagne vinegarette was amazing. Nice and light. Burger was cooked as requested. Service was good considering there was only one person working the bar and tables. Casual, comfortable atmosphere, and plenty of food."
28,Causeway Restaurant & Bar,1 star rating,4/3/2019,Do not come here if you want to be treated with respect. The bouncer was super disrespectful and would not leave me alone.  He asked for my id even though I kept repeating myself that im only going to order food.  How creepy. Thanks for ruining my experience.
29,Causeway Restaurant & Bar,3 star rating,12/17/2015,"Had the ribs. They were interesting. You could definitely taste the smoke but the texture of the ribs wasn't what you would expect from some slow smoked ribs. It may also be a result of the fact that the ribs were too big and the seasoning doesn't really get into the meat. 

My preference would be to have smaller ribs and to smoke them until they form a good ""bark"" on the outside and the meat will fall off the bone. 

Anyway, I'd go again for a drink. Just not fit the food."
30,Causeway Restaurant & Bar,4 star rating,8/4/2018,"This place is decent enough, close to the Garden if you're going to an event and very laid back and casual. It's a BBQ menu mostly, although you'd never get that impression by the blasé name, The Causeway Restaurant. Our server was nice, drinks were good, but the food was so-so. I had a chicken quesadilla and it was just okay---the tortilla wrap was very dry and cracker-crusty. I only ate half of it. Maybe I'll pop in again when I'm attending an event at the Garden....maybe I won't. Some of the other menu items sounded good, but then again, so did the quesadilla. We shall see."
31,Causeway Restaurant & Bar,5 star rating,7/29/2019,"I ordered the brisket platter with Mac and cheese & baked beans. Everything was really good! Our waiter was super nice, will definitely be back!"
32,Causeway Restaurant & Bar,1 star rating,12/8/2018,The bouncer was super rude and yelled at me for standing inside while he was checking my ID..... IS THAT A CRIME thanks bye
33,Causeway Restaurant & Bar,5 star rating,5/18/2018,"Don't go for the atmosphere its not fancy.  Go for the food and lots of it. Our server was great. Try the clam chowder, best we have had. If you like mussels get them here, the portion was huge and delicious. The bacon wrapped scallops were fresh and again delicious. Don't fill up on the bread you won't be able to finish your meal.
We enjoyed dinner so much we came back for lunch. The lobster roll was incredible and a huge portion of fresh lobster. No alcohol is served but you can bring your own.
If you want to eat where the locals eat this is it."
34,Causeway Restaurant & Bar,5 star rating,11/30/2014,"Have been back here 3 times since my first review- was just there last night with my family and had an awesome time. Everyone from the doorman, bartender, to waitress are always friendly and happy to serve.

Standout dishes were the chicken wings (make sure you try Korean!) chips with queso, sunset burger and Mexican Cesar salad. Impressive drink menu with homemade mixers.

Had a great time again- we plan on returning soon! 
Definitely check it out!"
35,Causeway Restaurant & Bar,1 star rating,11/5/2014,"No no no.  Nothing was good about this place.  I work a couple of blocks away and came here with some coworkers for lunch.  Let me list all of the reasons I will never return:

1. Food - this is the most important thing (obviously).  I ordered the spicy sausage with collard greens, fries and a piece of cornbread.  Why these sides?  Because this supposed BBQ place does not serve mashed potatoes or mac and cheese. WHAT?  

- Spicy sausage - the only edible thing on the plate.  I took it out of the too-hard roll.
- Collard greens - ew.  Barely warm and too mushy.  I had 1 bite.
- Fries - tasteless.  How do you mess up fries?  They had no salt.  My coworker next to me bathed her fries in ketchup.  I ate 3.
- Cornbread - hard and dry.  Why is the cornbread at Boston Market better than the cornbread here?  I took 2 bites.
- Drink - diet coke... with no bubbles.  The waitress said it was just their gun.  So why are you serving people sodas when you know it has no bubbles?  I had her take it back and had water.

2. Cleanliness - I opened up my napkin wrap to find a long brown hair.  Since I was with coworkers (and my boss), I didn't make a big deal out of it and just asked for another wrap (about 10 minutes later when the waitress appeared).

3. Service - besides the waitress serving uncarbonated sodas and taking a while to check on us, the thing that annoyed me the most is that she expected us to clear the table for her.  We were seated in a semi-circular booth and my boss was signing the check.  The waitress wordlessly held out her arm for us to give her our plates.  She didn't ask and she didn't wait the 3 minutes for us to leave so that she could clear the table.  I had 3 plates - food plate, bread plate that was already there and my cornbread plate.  She literally held out her hand for each one.  Why?  Just wait until we leave.  Or ask or something.  That was just so strange to me.  I don't want to clear the table for you.  Also, please note that this was a late lunch and there were literally 4 other customers (2 couples).  Its not like there were people waiting for our table and she had to rush.

Anyway - due to the terrible food and annoying service - I have no desire to ever step foot in this place again.  Too bad because it is close to my office.  I'll stick with Beer Works, Tavern in the Square or... pretty much anywhere else."
36,Causeway Restaurant & Bar,1 star rating,11/23/2019,"The woman at the door was very rude and sexually suggestive and made inappropriate gestures with her hands and eyes. She made everyone in our group, male and female, so uncomfortable that we left without refund or explanation. We will not be coming back."
37,Causeway Restaurant & Bar,3 star rating,12/21/2016,"Overcrowded inside, but no line to get in. $10 entrance fee. Great for a pre or post Bruins / Celtics game hangout. 2 floors which was pretty cool. First floor is more of the sit down at the bar scene, while the upstairs has room to dance and be more social. This place was packed when I went with some friends on a Saturday night. Very casual - jeans and a t-shirt will do. Mixed drinks and liquor were $7 a piece. 

What docks this place the 2 stars was how busy it was and the capacity. We waited about 10 minutes before we got the bartenders attention, and then after we got our drinks, no where to sit or move for that matter. Definitely regretted spending so much to get in and not getting our money's worth."
38,Causeway Restaurant & Bar,3 star rating,9/21/2014,"Wings honey buffalo black pepper - excellent. Smoked and fried. 

Rib tips - doused in honey mustard sauce - whole ribs, literally. Dey exterior but a juicy grey sample meat inside. 

Rib and pulled pork combo. Large spares - nice bark but needed to be finished for longer. Lacking moisture but not bad. Pulled pork was Lacking flavor and Unmemorable. 

Brisket sandwich - rubbery, tough , Unrendered fat. Not much smoke profile. Full slabs of fat all around.

Cucumber salad was fresh but interesting choice adding mustard.

Edamame succotash with crisp beans was excellent. 

Cole slaw was from Sysco, maybe?

A pleasant service but needs some maturity before I'd return."
39,Causeway Restaurant & Bar,3 star rating,12/20/2018,Been here twice and gotten two very different things. First the nachos which weren't that great and then today the platter of pork with coleslaw and mac and cheese and cornbread. The pork was ok. The coleslaw had no flavor and the Mac and cheese was that Mac and cheese you heat up as a child with some weird seasoning on it. Probably won't be going back for a third try- not worth it. Good music though.
40,Causeway Restaurant & Bar,5 star rating,7/1/2017,"Five stars alone for Laura, she was welcoming and sweet. 
The food however, needs some work. We can discuss later.
Let me write this again, the five stars is for Laura. If she wasn't there. This review would go a complete other way."
41,Causeway Restaurant & Bar,2 star rating,8/23/2017,"Stopped on a Sunday because the sign said Boston's best barbecue, the title is obviously self-proclaimed.

In my experience good barbecue is juicy and tender, Causeway's barbecue is neither of these things and dry & chewy are more accurate depictions. We tried both the pulled chicken and the pulled pork (the former on a sandwich and latter on a salad) and it was pretty much universally bad. We asked for extra dressing just to make the meat more edible and give it some moisture. Barbecue sauce was nothing to write home about, the best comment we can give is on the fries which were edible! We received the bill after a very (VERY) long wait as well, so not too happy with service either (and this was at the bar).  Causeway was overall disappointing and a waste of time & money. We didn't even want the plethora of leftovers because it was that bad."
42,Causeway Restaurant & Bar,5 star rating,11/23/2018,AWEOME staff food and drinks. Drinks are strong and reasonable. Bartenders are friendly and accommodating. Food was awesome I had sliders which were super and only 1.25 on Thursdays.
43,Causeway Restaurant & Bar,5 star rating,12/7/2018,Amazing atmosphere and sweet bartender.. but the bbq burger and beet Greek salad is the bomb.
44,Causeway Restaurant & Bar,2 star rating,8/18/2014,"Oh jeez...what the heck happened...

I've been back twice since the soft opening and it's progressively gone downhill. The first time back, I'd dragged friends along to share my excitement. We ordered two rib platters and 3 brisket sandwiches. The ribs were so tough I ended up with a lot of it left on my plate. My friends' sandwiches remained largely untouched because most of it was bread. We ended up sticking around for drinks, but that also meant dealing with a waitress who was also too busy for us. EVerything took a really long time, and when asked about their alcohol selection, she had to run to the bar for every. single. question.

The second time I came back, I dragged the manfriend because I was afraid I was an unfair judge of bbq. We were told it was a 15 minute wait. Sure. Fine. Great. We waited.

15 minutes became 30 minutes before we were seated. Our food came out fast. I knew better than to get ribs this time so I got a pulled pork sandwich. Manfriend ordered a rib platter and left half of it untouched. It was just too tough and his rack of ribs just so happened to be the ones that were too well cooked...(smoked? bbq'ed? burned???). The sides all tasted like they were mixed in the same too-vinegary sauce. 

We live down the street, but last week when I craved bbq, I just ordered from some placed called L. L. Jay's bbq cafe via diningin. :/ Pity; I really wanted to like this place."
45,Causeway Restaurant & Bar,3 star rating,2/5/2017,"This was almost a 2 star rating!  The atmosphere bumped it up to 3.  I went on a Sunday and the music was loud, the place was crowded, and it was exactly what we wanted.  The food however, was awful!  The wings were big and tasted more like baked chicken.  They weren't like the smoked wings I'm used to but a friend of mine enjoyed the sauce.  The sides were worst.  The macaroni and cheese was not a crowd pleaser neither were the greens.  The red beans and rice were edible but lacked flavor.  Next time, I will probably stick with fries and a drink.  I would return for the vine only!  I will say that you may not be catered to by the host or hostess because no one helps you at the door.  You can however find a server that will help you."
46,Causeway Restaurant & Bar,2 star rating,11/6/2018,"Sad excuse for ""BBQ"". Came in and we ordered a brisket sandwich and a pulled pork quesadilla. Brisket sandwich was cold and flavorless, but our waitress didn't come by once to ask how anything was or to refill drinks. Quesadilla had hardly any cheese, didn't have any onions or cilantro like listed in the menu , and was as thin as two tortillas."
47,Causeway Restaurant & Bar,4 star rating,1/10/2019,Has a good atmosphere and good service especially for the location. Came in on a bruins game and got great service even though it was busy. Food was really good. Just not 5 star worthy in my eyes. You really gotta knock my socks off to get the ol' 5 star from me.
48,Causeway Restaurant & Bar,2 star rating,7/24/2016,"I have to be honest...  This is a great spot for a drink near The Garden / North Station, and the food is OK, but a bit of a disappointment after the glowing recommendation I received from a neighborhood local I met on the train coming home from Maine (shame on me for not checking out the Yelp reviews first).

I'd come back for a beer and an appetizer (it's the food that didn't impress), especially since we only share a couple of appetizers (and a few beers), but I'm skeptical (based on those apps.) . 

On the plus side, the service was great.  They ""checked our luggage"" at the for us, the bartender was great (wish I remembered his name), and the open-air windows were nice.  

If in the neighborhood I'd probably stop back for drinks, and maybe I owe them another shot on the food, but, as I said, I'm skeptical."
49,Causeway Restaurant & Bar,2 star rating,11/15/2014,"I'm split on this review because some of the food was good and some was straight awful. I would highly recommend the Mac and cheese, cornbread, beans, and potato salad. Their BBQ on the other hand was just no. The pulled pork was so dry I actually coughed, and the ribs were straight bones and barely any meat. The wings were somewhere in the middle. Not bad but not the best. Unfortunately, they really dropped the ball on the bbq food. 

Service was great though and everyone was really friendly!"
50,Causeway Restaurant & Bar,1 star rating,6/17/2018,"I made a account just to share how awful this place is. I went there for a night out with friends, and from the moment I entered bouncers and employees were being hostile. We reserved a table weeks in advance but they were ""getting ready"" for an hour..and never got us our bottle.  We had to fight our way upstairs to our reservation and the man at the bar almost took my real id. It's a shame this place is allowed to do business. Save your time and go straight to the Harp next door."
51,Causeway Restaurant & Bar,5 star rating,10/6/2018,Had the burger and is was tasty! Great place to grab a bite before a concert at TD Garden. Friendly staff and fast service
52,Causeway Restaurant & Bar,5 star rating,9/29/2018,Came here with my friends last Saturday night and had the best time! The staff was super friendly and we got free cover charge at the door. Will definitely be back before a game.
53,Causeway Restaurant & Bar,5 star rating,11/18/2019,"I make sure I go to Causeway anytime I'm in Boston! The food is excellent, the service is fast and the servers are polite and go out of their way to take care of their patrons. The bar is amazing with bartenders that actually know how to make drinks properly and they have a great selection of beers. I would recommend this place to anyone visiting Boston Garden! Excellent atmosphere and music, hopefully I can get back to visit soon!"
54,Causeway Restaurant & Bar,1 star rating,11/17/2018,Probably the dumbest bar I've been to. You have an entire upstairs bar full of people for both teams for a football game you said you would show with volume. Multiple people ask to turn the strobe lights off in the upstairs section to watch the game and the response is to instead turn the game volume off and turn on the music full volume like a dance floor. Telling of a bar that not only ignores customers but does the exact opposite of what they ask.
55,Causeway Restaurant & Bar,3 star rating,1/9/2019,Pretty chill place  for Boston had grilled burritovetabke very good to eat relaxed and cool juice box playing very reccimand chill joint
56,Causeway Restaurant & Bar,5 star rating,11/10/2018,Great atmosphere and great fries. My alma mater hosts watch parties here and the bartenders are great; they're extremely friendly and attentive
57,Causeway Restaurant & Bar,5 star rating,11/7/2019,"I'be been frequenting Causeway since they have opened! Staff is amazing! New versatile menu (intelligently has evolved for the up and coming area)  is wonderful: pertains to people looking for bar food, people looking for a nice piece of steak/steak tips, or surprisingly vegetarian options! I love making Causeway my go to spot for events at the Garden. Fast food and accommodating service. Food, Drinks, Service won't disappoint, it will become your stable piece of the West End. Check it out!"
58,Causeway Restaurant & Bar,2 star rating,9/1/2018,"Atmosphere is nice, food is very mediocre.
Pro-tip: Chicken wings have been successfully & deliciously prepared without smoking them for over a half a century.  (I'm from Buffalo-you don't smoke wings!) With that, avoid their smoked wings-they are awful-and unfort the only option for wings here.  Other items we ordered-pulled pork BBQ sandwich, quesadilla, salad were fine-but nothing to write home about."
59,Causeway Restaurant & Bar,2 star rating,5/20/2018,"In a word: eh. Ribs and pulled pork were okay. Nothing to write home about for sure. Meat was a day or two old, as was the cornbread. The Mac and cheese was tasteless and the angry corn was much too flavorful. The spice overpowered the corn forcing me to wonder whether I had ordered the corn or just dry salsa. The broccoli and cheese was broccoli for sure but the cheese was so watered down, legally it probably shouldn't be called cheese anymore. Service was meh. She mostly had a smile on her face but was much more interested in chatting with the regulars at the bar.

TL;DR : I wasn't expecting much for BBQ in Boston and was still disappointed."
60,Causeway Restaurant & Bar,3 star rating,12/30/2016,"The place was pretty nice.. Good food (BBQ steak tips were excellent).  But paid $15 to watch UFC, only to find out (after, of course) they ""can't"" put the TV in front of me on with the fight.  Then the closest TV to me someone stood in front of and they wouldn't ask him to move. 

Good food but, not sure if I'll be back based on that."
61,Causeway Restaurant & Bar,4 star rating,10/15/2016,"Ordered the causeway melt 
It was so so yummy 
And the blue moon beer !! All so good 
Friendly staff !! 
Clean environment!! Will be back"
62,Causeway Restaurant & Bar,5 star rating,8/3/2017,"Great bar,  open til 2, has a domestic on special and has a good mix of regulars, sports fans, tourists due to proximity to TD Garden.

Highly recommend."
63,Causeway Restaurant & Bar,1 star rating,9/28/2019,"Went here to watch the first Pats game of the season this year. Service was fine, but the food on their ""new"" menu is TERRIBLE. I ordered nachos, and they were disgusting. Soggy and breadlike. Not even sure HOW you can mess up nachos so horribly. I immediately called over the bartender and asked to take them away because they were so awful; she didn't even offer to bring out another plate of them, so they clearly knew they were terrible and couldn't make them better. She later brought out wings as an ""apology"" from the cooks, but as a vegetarian this did nothing for me, but my friends enjoyed them. Would go back for drinks, but would NEVER order food from them ever again. When someone else later ordered nachos the bartender literally asked ""are you sure? She ordered them earlier and said they were terrible"", so they definitely know how bad the food is..."
64,Causeway Restaurant & Bar,1 star rating,11/17/2018,"Absolutely worst bar I've ever been to!!!

Do not waste money at this horrible establishment. Go to fenway or Faneuil hall instead."
65,Causeway Restaurant & Bar,1 star rating,1/12/2019,"I hate this place so much. Everyone is so mean and they make you wait in line for this ""secret upstairs"". All I know is that Boston should close this place because all the vouchers are so mean to everyone. A drink got poured on me and my friend luke. Everyone boycott this place. It is evil. It doesn't let me to 0 stars but that's what I'm giving it. Actually -1000000"
66,Causeway Restaurant & Bar,1 star rating,2/6/2018,"On Superbowl Sunday, we decided we wanted ribs.  We looked around the neighborhood and found this just a block away after Googling ""Best Ribs"".  We ordered on-line for pickup at 5:15, just before the game.  We then got a call at 4:00pm asking why we hadn't picked our food yet, and reminded them it was a 5:15 pickup.  We were a little worried they might just keep our food under a heat lamp until then, but said, nahhh, no one would do that! Wrong!  Once we got the food home , we realized that not only did they they do this, and charged us $54.00 for a rack and 1/2 of ribs, we found the food completely inedible.  Heed this review:  DO NOT ORDER TAKEOUT FROM THIS PLACE.  We sent an email with what happened, and guess what?  No response, so they clearly don't have any concern for their customers.  Google, you steered us completely wrong on this one, the ribs were the worst!"
67,Causeway Restaurant & Bar,1 star rating,8/21/2019,"Among the worst meals I have ever had. Potato salad tasted as if it had turned, ""fiery corn"" also tasted ""off."" Pulled pork was just pulled pork with some sauce poured over it. Table did not seem clean. Yuck. Love BBQ, and was looking for a new place to try. Happened to be in the neighborhood so thought I would try it. Never again! The waitress said they were changing their menu at the end of the week and would no longer be doing barbecue. But with that kind of indifference I'm not sure changing the menu will help."
68,Causeway Restaurant & Bar,4 star rating,12/26/2016,"Went here for quick eats before a Celtic's game since all others were packed. I was not disappointed, it was less crowded here and the service was prompt.

Their fries are yummy and quesadillas also!

Would definitely recommend this place if you want to get away from the other super crowded spots on Canal St."
69,Causeway Restaurant & Bar,2 star rating,8/7/2018,"This place was recommended by two people, but it was truly disappointing. The guy who served us was great, but the food was horrible. I ordered the brisket platter. I don't know what it was but it wasn't brisket. It was more like really thin steak that was cooked so well done it felt like I was eating a belt. It was covered with an ok BBQ sauce, which is how I was able to eat it. My beans and rice side had zero flavor unless cardboard is a flavor. My wife said her steak tips we're ok, but wouldn't want to eat there again. There were a few positives, the waiter was great, the angry corn was decent, and they served ice cold pineapple juice. That being said I wouldn't go her again. The only reason I gave it two stars was the waiter."
70,Causeway Restaurant & Bar,4 star rating,7/22/2016,"Food is great! Great Quantity!
Has to wait for 40min on Sunday lunch time. But it was worth it!"
71,Causeway Restaurant & Bar,5 star rating,5/5/2015,"I love this place! I recently went before a bruins game and not only was the location ideal but the food was excellent. Real bbq is hard to find and Causeway really delivers. I especially loved all the different hot sauce options :)
I was also impressed by the service. Even though they were busy due to the bruins game they were attentive, friendly and quick. I'll definitely be back!"
72,Causeway Restaurant & Bar,1 star rating,12/23/2018,"food was absolutely terrible after i had waited forever. do not come here. disregard the comments about the racism rampant in this place and dont come due to the quality of food alone. 

i understand bars aren't going to have five star chefs in the kitchen but at least try!"
73,Causeway Restaurant & Bar,3 star rating,1/14/2018,"Fun bar, typical Boston prices, and located in the TD Garden area (a very active nightlife area). There are plenty of TVs if you are interested in watching any sports games while having a drink. Service is nothing to rave about, but is never lacking. Drinks come without any frills, the bartenders just want to serve you and move on to the next customer with speed in mind. Late at night, the upstairs is turned into more of club scene."
74,Causeway Restaurant & Bar,3 star rating,8/13/2017,"Echoing several other reviews, the service here is excellent and the food is a disaster. Very friendly, comfortable vibe! But man. The BBQ was stunningly bad."
75,Causeway Restaurant & Bar,3 star rating,12/5/2017,For a pub the food is ok. I ordered the brisket. It was cooked well and pretty tender but had lots of fat and gobs of bbq sauce. Fries were ok. Best thing for me was Mac & cheese.
